1269:110331,106333,109744,23191,6568,62668,35993,8225,7880,4021
1288:110470,9595,1219,94269,1140,105279,1017,12557,34691,95607
1295:17,302,654,76,616,58,8,84,29,650
1296:302,616,29,70,224,138,917,22606,7700,17123
1302:17,58,866,564,508,138,289,101,65615,2608
1305:17,654,616,84,1102,19757,917,8,12961,3521
1342:8,62658,60439,813,20443,9894,104005,15507,31101,111103
1382:654,84,1102,736,8,5503,100985,60986,22281,5117
1389:9832,75115,518,17,302,654,76,616,58,8
1391:17426,1310,16935,26376,34309,5741,17,302,654,76
1397:34407,44505,38167,32344,12691,27338,78053,54073,11772,81
1402:17,302,654,616,84,29,542,1102,15,917
1405:106442,1323,15022,17,302,654,76,616,58,8
1407:18420,1324,84377,17,302,654,76,616,58,8
1408:76,8,4422,49083,1165,62658,763,60439,22695,813
1409:17,302,654,76,58,866,84,29,650,518
1412:138,123125,81550,4115,22606,17123,15227,101105,23333,102165
1413:17,302,654,76,616,58,8,866,84,29
1418:17,302,616,58,8,84,29,70,518,354
1419:5503,21272,117319,88386,58508,8069,19801,106333,87482,108506
1420:17,302,84,29,1102,508,138,301,3509,66145
1427:17,302,654,76,616,58,29,650,70,542
1430:616,564,917,73609,764,30735,107494,111944,5193,2930
1431:17,302,58,29,289,101,2045,2394,65615,6874
1435:17,302,654,616,58,8,29,650,70,518
1437:3521,32210,10163,236,45181,17,5857,4630,38053,18872
1441:67843,6559,17,302,654,76,616,58,8,866
1447:226,508,138,736,5810,32897,8,2045,8321,2394
1448:88402,20302,65983,8435,118605,1361,103540,3307,46690,1780
1457:2045,106319,22606,4664,36720,2351,10581,431,650,6269
1458:17,302,654,58,8,866,29,564,518,542
1469:17,302,654,58,8,29,650,70,15,361
1477:8,564,508,32897,8321,5503,26676,100985,9460,5117
1486:60559,49521,83136,93977,106091,60683,1884,47721,46039,17794
1490:361,2045,42184,22606,15398,4664,2121,36720,2351,431
1491:17,302,29,25375,7700,10581,3839,67797,11224,3583
1500:17,654,616,58,8,866,81,542,354,226
1503:17,302,58,84,29,518,1102,508,138,289
1517:80218,27097,1430,78351,95331,111233,29593,16758,73650,57598
1518:8,11915,1825,17,27320,109744,1885,1119,1021,38442
1535:17,302,654,76,616,58,8,29,564,518
1551:17,302,654,76,616,58,84,29,564,518
1552:19245,15294,1465,29723,10906,35722,17,302,654,76
1553:58,15,289,101,8,65615,2769,80749,111944,46227
1559:17,302,58,29,542,301,289,101,71005,65615
1560:654,616,58,8,518,542,508,138,736,289
1561:17,302,654,616,58,8,866,29,650,81
1562:17,302,76,58,866,84,29,81,564,354
1569:104897,72957,15719,5103,21021,22,4996,81376,35082,29685
1570:542,17123,757,6507,5286,17,8946,819,364,1126
1588:50311,88519,17,1187,155,9236,1503,10092,32297,3886
1589:17,302,29,508,301,9600,118006,2045,120936,114802
1591:1506,35798,17,302,654,76,616,58,8,866
1601:564,29,79529,57647,85957,29886,60436,542,128,58005
1602:70,518,542,354,508,301,3509,66145,38911,29
1629:564,518,542,138,686,690,29363,94722,47992,5117
1634:114526,7418,4147,100188,113297,103647,39464,8337,42089,811
1642:17,302,616,58,84,29,354,1102,508,138
1653:302,58,29,518,508,736,15,289,101,8173
1654:17,654,76,616,58,518,354,226,508,301
1655:17,302,616,58,84,29,70,564,518,1102
1668:17,302,654,58,29,542,354,508,289,101
1681:302,654,76,29,518,354,138,361,32897,8
1703:17,302,8,29,138,5810,3256,9600,9617,68986
1721:508,375,967,7741,14551,54100,559,2115,36175,15487
1727:224,3738,39769,119906,193,17,54446,1649,39157,35799
1728:17,302,654,29,7700,3839,92287,11224,27320,1885
1745:15,3509,66145,100985,22281,5117,2769,97458,13838,58123
1746:17,52985,22281,2769,95200,78916,56698,35392,28813,29092
1751:17,48405,36711,9617,51964,2045,2394,29363,7466,94722
1756:17,84,518,1102,36711,8,690,47992,46265,5117
1758:564,38911,29363,94722,262,49611,128,6874,84538,85200
1761:23102,1446,2717,16386,35823,36398,10816,74367,86090,103292
1767:17,302,654,29,650,224,65135,2045,34407,16006
1779:1674,83224,17,302,654,76,616,58,8,866
1780:9354,12637,10246,13960,45423,17,302,654,76,616
1783:17,654,616,564,354,917,85957,3862,3552,542
1787:17,302,654,616,58,8,84,29,650,224
1788:76,81,70,564,226,32897,8,8321,11592,26676
1794:542,508,361,19620,9617,11592,55830,563,7910,2769
1796:17,302,76,616,58,866,29,81,564,518
1803:650,354,508,2394,25375,76026,108787,8058,13838,15067
1820:43526,2711,109744,62,1344,91453,967,889,34065,80897
1821:84,1102,36711,9617,8,5117,3738,563,5287,8934
1822:76,616,650,564,542,354,138,15,917,8
1823:17,302,654,616,58,8,84,29,518,226
1840:17,302,654,76,58,8,84,29,518,1102
1841:226,20998,6003,3218,661,117258,7426,4342,15565,74521
1842:654,58,289,101,35669,65615,36024,2769,40972,26250
1850:17,518,690,47992,57230,5117,34324,4798,33575,787
1853:302,29,564,361,57967,72452,46265,7759,19209,22606
1854:302,654,616,58,29,70,518,354,226,508
1862:17,302,654,76,58,8,84,29,518,354
1880:70,2045,60986,22606,4664,36720,6450,2351,431,14370
1883:17,302,616,58,84,29,564,1102,508,138
1890:17,21171,58123,10641,7494,803,20045,414,29891,236
1891:62175,90500,51279,6,4169,4828,92678,79539,4203,14414
1893:17,654,8,650,564,518,542,138,38911,2045
1894:17,302,76,29,650,226,508,138,361,9600
1911:17533,19914,121609,122323,77391,55420,66194,58291,70327,91965
1912:70,138,11592,22606,17123,13157,23333,29891,101066,31908
1913:36711,77310,6741,109581,18062,80524,86611,36022,67110,19274
1930:75176,8910,33230,22,10541,34429,20411,57054,840,45525
1932:11220,5097,787,1809,4743,14508,48560,17,52680,20977
1950:17,302,654,76,616,58,8,866,84,29
1951:60195,63173,115025,22516,65588,42869,41525,5182,37497,36996
1952:17,302,654,58,29,650,81,224,354,138
2005:17,654,616,58,8,84,518,354,1102,736
2017:26739,14132,105631,20832,89797,111332,17,302,654,76
2025:77172,447,22661,6457,322,70729,18512,31848,18781,923
2030:81,518,9617,690,2394,47992,6874,80690,5117,34324
2034:5503,55973,37061,25725,4249,25014,104789,116326,75592,58155
2038:1473,6968,17,63373,116570,71244,25769,21610,91585,21469
2046:15020,8689,26205,75122,1907,10770,3372,87209,57841,91537
2058:1617,88234,102397,92462,25649,52829,353,8794,53415,3440
2068:302,58,29,81,518,508,138,289,101,3163
2070:17,8,518,508,690,47992,5117,22606,86725,34324
2071:17,302,654,58,8,866,84,29,81,70
2072:17,8,84,1102,100985,60986,5117,62658,58123,92099
2074:94087,42355,72439,57647,34359,78267,2614,35034,112443,14916
2075:17,302,616,58,29,518,354,226,508,138
2076:1933,89239,17,302,654,76,616,58,8,866
2077:302,8,866,84,29,70,224,542,354,1102
2080:302,616,58,8,29,289,101,19757,22198,917
2085:654,70,508,138,15,2045,2394,29886,87480,4328
2097:17,76,58,8,650,518,542,354,508,138
2112:354,361,90279,661,76026,4342,15565,3721,2955,28755
2115:564,518,354,361,38911,9600,42184,690,29886,25266
2116:17,518,34278,5810,19757,9600,8,690,29886,87480
2123:302,84,29,81,70,542,354,1102,301,736
2135:81,508,38911,11592,2937,49611,46265,13838,13157,15067
2141:34319,1993,40527,24068,27507,76706,86181,17,302,654
2147:14193,3233,6614,728,10075,17068,1998,23833,24718,6059
2154:76,564,65520,7627,30849,57647,34407,42184,36749,63523
2160:654,616,58,866,542,354,301,289,101,19757
2162:92744,661,103410,4342,15565,5488,75655,78531,96399,20551
2170:302,654,616,58,29,508,289,101,917,85957
2177:49677,4009,48364,14431,330,8497,1682,14500,3167,3137
2184:17,302,654,58,29,15,289,101,495,486
2185:354,361,8,76026,10581,57569,392,47469,1360,4105
2187:24747,17,302,654,76,616,58,8,866,84
2211:70,75176,2045,11592,85299,8910,22606,10694,4664,36720
2223:5812,17403,62168,6916,533,2337,87110,500,7305,10406
2243:866,226,508,15,3509,48261,66145,79529,113148,2976
2244:302,76,616,58,29,650,354,138,301,736
2247:17,302,76,8,29,224,34047,2045,113373,14328
2250:22792,34058,54861,2091,49715,19633,17,302,654,76
2253:81,32897,8,34407,8321,11592,26676,119409,3521,121420
2260:2099,41132,120278,45572,78349,36850,44354,23423,17,302
2261:17,302,58,8,866,84,29,564,518,1102
2262:96,17,302,654,76,616,58,8,866,84
2290:17,302,654,76,616,58,8,84,29,564
2291:17,302,654,616,58,29,650,70,224,354
2293:58,8,518,138,289,101,84859,690,5503,33526
2301:94902,48518,75910,29895,10300,42491,2886,89016,901,33889
2302:15642,2559,5587,16229,2142,20300,39395,17,302,654
2304:661,7426,4342,15565,96347,99257,2787,901,96114,42178
2318:17,302,654,616,58,8,29,650,70,518
2325:17,518,690,68986,47992,5117,34324,472,6450,787
2335:17,76,58,650,564,224,354,508,138,289
2343:17352,73935,70575,104651,2180,29227,55516,7071,13419,17
2346:226,44020,74521,52329,72508,13178,1218,65021,29626,6263
2347:114024,1118,47303,70516,105218,23023,106869,74217,90140,115935
2348:17,302,29,81,70,518,138,3163,43629,34422
2362:87518,61944,58403,109679,2197,35855,17,302,654,76
2363:654,58,289,101,101659,36711,65615,2769,92099,88002
2364:17,654,58,224,542,289,101,27861,65615,2769
2369:226,29,128,74521,6741,52329,11652,12883,6098,8746
2373:8,70,518,226,690,47992,5117,74521,34324,52329
2381:17,302,29,21136,7700,63915,3839,57569,3895,11224
2382:76,68986,4422,12258,37760,1165,7869,472,763,3162
2384:123223,29,128,60986,6450,11652,12883,8746,44495,14370
2385:302,654,29,100845,25375,7700,3839,11327,11224,27233
2392:2703,17,302,654,76,616,58,8,866,84
2393:302,84,29,1102,508,301,736,15,3256,32897
2394:17,8,866,518,354,508,138,301,29,690
2395:17,302,654,616,58,29,542,354,301,289
2399:81,70,354,508,138,69833,79529,32897,8,8321
2405:302,616,58,29,564,518,226,138,301,289
2407:361,81686,4456,72954,4743,69444,52680,66302,117633,18425
2408:17,90553,79750,12482,2238,105123,19654,14758,395,52925
2419:2447,17224,11132,2372,22890,10493,31324,17793,17,302
2429:354,76026,5438,2430,16711,81337,71157,2976,13468,91694
2447:17,302,654,616,58,29,650,138,289,101
2452:27176,17,302,654,76,616,58,8,866,84
2453:35225,17,302,654,76,616,58,8,866,84
2454:2045,49392,43526,74272,262,49677,22606,67207,20022,86725
2456:302,654,29,564,2394,7700,3839,2930,11224,40
2461:17,302,654,76,616,58,8,84,29,650
2464:17,302,866,84,29,70,1102,138,361,98551
2465:17,302,654,29,508,29363,94722,7700,13838,3839
2469:17,654,354,508,138,301,15,75268,20998,114819
2489:3721,78781,36067,31171,719,28352,661,12081,2632,7132
2491:33741,2319,17,302,654,76,616,58,8,866
2499:92351,51765,1549,1274,87902,1804,409,9250,42693,58
2500:17,302,866,29,3256,37085,8,68986,7466,659
2501:56559,93090,18964,1476,97056,21494,18756,775,11146,37780
2505:302,616,58,8,29,289,101,917,65615,710
2510:40898,10291,2337,10406,30139,2869,17,302,654,76
2515:302,76,29,42184,15398,2121,7700,3839,22695,4669
2518:5097,31606,4743,2063,48560,54446,52680,3568,2139,1649
2520:302,654,616,58,8,84,29,518,354,1102
2521:17,70,518,138,301,18931,8,690,581,47992
2524:302,29,7700,3839,57569,11224,2691,4364,115124,508
2536:302,654,616,58,29,650,224,354,15,289
2541:17,302,616,58,29,542,508,289,101,917
2547:224,27861,81550,4115,21171,15227,80643,10641,101105,916
2553:14479,2719,30616,41115,64189,81086,44131,18939,23309,105169
2558:302,654,29,564,354,226,508,138,301,736
2560:17,302,654,8,29,650,518,542,138,301
2563:17,654,616,58,8,866,518,542,354,508
2573:17,302,654,616,29,650,564,542,15,3509
2591:650,29,37085,18931,25375,4106,1535,70710,57274,17005
2596:8,36711,9808,62658,60439,11327,10162,27233,1102,67110
2597:81,96720,23933,116336,90231,28926,28953,17,302,654
2601:654,8,82383,48502,121904,29252,8807,66128,12138,4385
2604:81,65135,16006,100985,3054,57239,5117,43424,50239,58123
2611:17,508,301,9617,8,48523,8058,22606,74067,13838
2612:654,616,58,8,650,564,224,508,301,361
2615:17,302,654,616,58,29,508,15,289,101
2625:70,3509,66145,13838,4292,97922,4364,35389,12332,2275
2626:17,302,654,58,8,84,29,650,542,1102
2634:58,289,101,29,65615,22281,2769,8934,29092,43387
2636:17,302,29,301,9617,69182,100985,5117,2769,7700
2639:508,41085,13838,15067,18513,82898,1218,2449,97097,95360
2650:64536,32005,103292,2462,23102,10220,10451,14600,101433,119401
2661:33888,11753,59566,49024,3213,15083,320,49910,18246,73760
2663:39641,491,2473,80897,31015,873,17633,2134,2583,17385
2666:17,302,29,19757,25375,128,7894,3738,26310,7700
2676:302,29,1887,128,30838,1681,3563,7700,3839,11652
2689:508,29,3256,9617,29363,94722,100985,6874,104562,8058
2693:65153,121492,122548,94977,9827,63096,790,58933,121778,109965
2708:302,76,58,29,518,354,508,138,289,101
2709:301,55548,9617,8,2045,68986,5503,3862,2302,85299
2713:518,36711,8,690,2394,47992,5117,34324,3618,787
2715:63523,661,9223,103410,15886,14226,984,46395,7426,9867
2716:12471,115880,17893,99401,7733,24589,34128,21085,4238,8586
2727:17,302,654,29,2045,22606,4664,7700,36720,2351
2730:302,616,58,29,564,508,138,301,289,101
2731:17,302,654,58,29,70,138,289,101,65615
2734:564,2930,273,10749,28266,3291,4017,52862,119683,2533
2735:8,3256,43526,6434,22606,62658,60439,60244,813,38488
2737:36349,7059,5715,1348,115031,42701,17,302,654,76
2745:866,361,105852,51723,70196,11592,114091,2302,12155,3730
2746:7687,115459,89603,98076,51132,28542,22338,38180,2312,38773
2748:75919,99620,52976,63188,38282,5287,23971,43178,17358,91945
2756:17,38911,19757,49611,22606,97458,22315,55572,5490,861
2760:17,302,654,616,58,866,29,354,15,361
2776:8178,17,302,654,76,616,58,8,866,84
2799:39227,32210,102997,10163,30939,441,110098,13151,20288,33204
2802:17,12482,52522,19654,14758,6281,395,837,9480,35174
2803:48155,2595,43002,17,302,654,76,616,58,8
2804:508,27861,13838,15067,18513,92287,82898,1218,97097,95360
2805:7322,17,302,654,76,616,58,8,866,84
2812:17,616,58,84,518,354,1102,508,138,289
2815:102504,463,12982,13371,9326,28950,10888,1446,19102,36681
2827:508,138,36711,8,2608,8661,22606,17123,13838,25812
2831:17,302,616,84,29,650,70,1102,138,917
2846:17,58,8,289,101,2394,111647,65615,294,710
2848:302,58,29,564,542,361,289,101,38911,8
2853:698,34823,2646,18850,17,302,654,76,616,58
2854:17,29662,34407,43526,120377,60986,58508,6450,38167,14370
2857:34422,8,36465,48474,11730,28682,15846,24044,102231,21
2858:17,302,654,616,58,8,29,518,301,289
2861:42355,112443,14916,101632,77236,80643,115179,12294,111309,91131
2871:21272,117319,88386,116324,2028,76,76311,189,26723,21113
2907:17,302,29,2394,11592,7700,13157,3839,559,11224
2912:226,32897,8,8321,5671,26676,21272,40269,117319,41021
2914:616,84,564,1102,3256,917,37085,14363,8,55830
2924:23326,2103,2028,26191,42588,7249,24247,32100,984,7669
2925:11592,9867,1902,26966,55991,38729,2717,1845,49934,4586
2947:18970,108641,41549,15751,17807,55423,2741,107284,69910,68618
2951:3,285,7803,1184,18529,6168,12712,17,302,654
2959:49221,118938,7428,361,61628,54273,332,2755,53495,64761
2960:354,686,48523,76026,60986,49124,60729,39769,25537,5287
2963:736,361,25375,52985,392,35392,106593,17,612,33619
2965:2757,17,302,654,76,616,58,8,866,84
2967:17,8,42184,262,46265,22281,19209,22606,15398,19318
2970:616,917,36711,6741,111944,57569,46227,45641,2691,36022
2977:29,12138,1871,387,302,4420,59612,58003,109405,14685
2981:17,302,654,616,58,29,354,508,138,15
2989:19620,710,62794,52985,60986,9867,38533,86725,45849,3807
2990:99658,30744,13581,58733,5671,41021,13727,107801,52412,95680
3002:1247,17,302,654,76,616,58,8,866,84
3004:63523,14226,7426,36534,5488,96347,99257,2787,47350,74498
3011:8093,17,302,654,76,616,58,8,866,84
3013:32897,8,2045,8321,26676,21272,117319,46265,73860,49214
3037:42168,17,302,654,76,616,58,8,866,84
3038:37869,13889,16016,2031,50306,31651,54142,2827,247,69606
3044:17,58,354,289,101,8,35669,65615,32196,76026
3070:76,11820,7202,22695,4669,12388,2528,1651,554,9096
3081:301,97523,12852,51851,89879,23017,3234,100887,40757,88926
3100:17,654,58,564,301,289,101,29,65615,128
3102:2103,7838,114215,5405,66245,81191,61648,9531,6714,32100
3105:616,542,508,917,13838,15067,18513,88812,82898,236
3107:81,564,226,508,301,55548,48900,32897,44020,8
3110:58,138,289,101,3509,66145,34407,2394,65615,81550
3111:17,58,289,101,29,57876,65615,764,49599,30735
3113:57569,2691,136,9838,4886,1930,21817,843,9735,3431
3121:17,302,654,76,616,58,866,84,29,650
3125:138,301,38911,36711,55798,49611,22606,58005,17123,23333
3126:2907,891,17,302,654,76,616,58,8,866
3129:17,302,654,58,29,650,518,508,301,15
3139:866,22606,122068,69649,120365,34757,102292,22112,89785,63710
3144:8,661,4342,15565,62658,60439,21903,2926,813,69655
3152:19757,36711,2045,68986,2394,35034,22606,4664,472,36720
3166:34472,17,302,654,76,616,58,8,866,84
3167:226,736,32897,8,8321,29273,26676,21272,103410,25247
3169:17,654,58,70,518,226,138,289,101,38911
3170:508,95151,13838,15067,18513,82898,1218,97097,95360,10504
3172:2338,47624,2953,94614,46427,111612,6314,86271,7769,23426
3176:17,302,654,29,81,226,9600,17869,2394,5097
3183:302,29,6824,5767,103410,24929,1418,7700,670,3839
3184:79529,60436,35272,1902,41215,72257,32168,91168,108727,62742
3193:17,302,654,616,58,84,29,650,564,542
3195:35669,36024,39769,40972,26250,61491,54162,26685,45501,119906
3220:17,302,654,58,29,354,301,289,101,27861
3229:2394,3015,5548,46406,18570,42054,22448,24665,86,2228
3234:17,8,84,1102,5117,62658,60439,813,119410,20443
3237:28605,3022,23967,17,302,654,76,616,58,8
3238:967,65,889,34065,1101,3024,81463,28363,37925,17
3239:17,302,654,29,354,76026,7700,3839,11224,29891
3246:38772,42355,48477,49459,13539,112443,43392,49214,79078,14916
3258:17,302,616,58,866,29,518,354,508,736
3263:58,81,289,101,35669,65615,21272,103410,104897,117319
